,first_date,return_percent
0,1871-01-01,5.107788813625769
1,1871-02-01,5.216224086091925
2,1871-03-01,5.036411047335032
3,1871-04-01,4.969512587409719
4,1871-05-01,4.892063042651595
5,1871-06-01,4.896792365012259
6,1871-07-01,4.689770196372911
7,1871-08-01,4.348098343105922
8,1871-09-01,4.481977418291838
9,1871-10-01,4.799773492893289
10,1871-11-01,5.040704305426202
11,1871-12-01,4.7905723056473
12,1872-01-01,4.635798313684303
13,1872-02-01,4.5643993471241595
14,1872-03-01,4.434575502422011
15,1872-04-01,4.211611419957029
16,1872-05-01,4.269799733176072
17,1872-06-01,4.5372598326970826
18,1872-07-01,4.730386063834957
19,1872-08-01,4.979749214873541
20,1872-09-01,5.206339595218079
21,1872-10-01,5.060783371139221
22,1872-11-01,4.932652489941258
23,1872-12-01,4.919332198742432
24,1873-01-01,4.947266918583582
25,1873-02-01,4.893637858566757
26,1873-03-01,4.725064762398734
27,1873-04-01,4.741350181975035
28,1873-05-01,5.027857320911133
29,1873-06-01,5.2673607931057465
30,1873-07-01,5.277610104127306
31,1873-08-01,5.362040836186233
32,1873-09-01,5.628483223985281
33,1873-10-01,5.901275074681589
34,1873-11-01,6.182896633263413
35,1873-12-01,6.073317672792999
36,1874-01-01,6.112152131467252
37,1874-02-01,6.134948703304621
38,1874-03-01,6.244062192633026
39,1874-04-01,6.437697931544117
40,1874-05-01,6.395452299509041
41,1874-06-01,6.339280772838274
42,1874-07-01,6.471077038581874
43,1874-08-01,6.494889966286288
44,1874-09-01,6.326510793654938
45,1874-10-01,6.292158389375846
46,1874-11-01,6.3237074106795355
47,1874-12-01,6.0764689161341146
48,1875-01-01,6.089289300909728
49,1875-02-01,6.168695631495891
50,1875-03-01,6.144642934104461
51,1875-04-01,6.17376707115862
52,1875-05-01,6.165350453012852
53,1875-06-01,6.151319354212048
54,1875-07-01,6.138394219707188
55,1875-08-01,6.1087868689733815
56,1875-09-01,5.999613701819251
57,1875-10-01,6.193282278962053
58,1875-11-01,6.430982187244316
59,1875-12-01,6.700203416229145
60,1876-01-01,6.692706120858394
61,1876-02-01,6.7363797565019645
62,1876-03-01,6.8876579729654
63,1876-04-01,7.410065916841679
64,1876-05-01,7.377279569457307
65,1876-06-01,7.8282855073752655
66,1876-07-01,7.585513869150162
