,date,cpi,bonds_10y_rate_percent,sp500_index,sp500_dividend,vbmfx_price,vbmfx_dividend
0,1871-01-01,12.46,5.32,4.44,0.26,,
1,1871-02-01,12.84,5.32,4.5,0.26,,
2,1871-03-01,13.03,5.33,4.61,0.26,,
3,1871-04-01,12.56,5.33,4.74,0.26,,
4,1871-05-01,12.27,5.33,4.86,0.26,,
5,1871-06-01,12.08,5.34,4.82,0.26,,
6,1871-07-01,12.08,5.34,4.73,0.26,,
7,1871-08-01,11.89,5.34,4.79,0.26,,
8,1871-09-01,12.18,5.35,4.84,0.26,,
9,1871-10-01,12.37,5.35,4.59,0.26,,
10,1871-11-01,12.37,5.35,4.64,0.26,,
11,1871-12-01,12.65,5.36,4.74,0.26,,
12,1872-01-01,12.65,5.36,4.86,0.26,,
13,1872-02-01,12.65,5.38,4.88,0.27,,
14,1872-03-01,12.84,5.4,5.04,0.27,,
15,1872-04-01,13.13,5.42,5.18,0.27,,
16,1872-05-01,13.13,5.43,5.18,0.28,,
17,1872-06-01,13.03,5.45,5.13,0.28,,
18,1872-07-01,12.84,5.47,5.1,0.28,,
19,1872-08-01,12.94,5.49,5.04,0.29,,
20,1872-09-01,13.03,5.51,4.95,0.29,,
21,1872-10-01,12.75,5.52,4.97,0.29,,
22,1872-11-01,13.13,5.54,4.95,0.3,,
23,1872-12-01,12.94,5.56,5.07,0.3,,
24,1873-01-01,12.94,5.58,5.11,0.3,,
25,1873-02-01,13.23,5.57,5.15,0.3,,
26,1873-03-01,13.23,5.56,5.11,0.31,,
27,1873-04-01,13.23,5.55,5.04,0.31,,
28,1873-05-01,12.94,5.54,5.05,0.31,,
29,1873-06-01,12.56,5.53,4.98,0.32,,
30,1873-07-01,12.56,5.53,4.97,0.32,,
31,1873-08-01,12.56,5.52,4.97,0.32,,
32,1873-09-01,12.56,5.51,4.59,0.32,,
33,1873-10-01,12.27,5.5,4.19,0.33,,
34,1873-11-01,11.89,5.49,4.04,0.33,,
35,1873-12-01,12.18,5.48,4.42,0.33,,
36,1874-01-01,12.37,5.47,4.66,0.33,,
37,1874-02-01,12.37,5.44,4.8,0.33,,
38,1874-03-01,12.37,5.4,4.73,0.33,,
39,1874-04-01,12.18,5.37,4.6,0.33,,
40,1874-05-01,12.08,5.34,4.48,0.33,,
41,1874-06-01,11.8,5.3,4.46,0.33,,
42,1874-07-01,11.89,5.27,4.46,0.33,,
43,1874-08-01,11.8,5.24,4.47,0.33,,
44,1874-09-01,11.8,5.2,4.54,0.33,,
45,1874-10-01,11.61,5.17,4.53,0.33,,
46,1874-11-01,11.51,5.14,4.57,0.33,,
47,1874-12-01,11.51,5.1,4.54,0.33,,
48,1875-01-01,11.51,5.07,4.54,0.33,,
49,1875-02-01,11.51,5.03,4.53,0.33,,
50,1875-03-01,11.51,4.99,4.59,0.32,,
51,1875-04-01,11.61,4.95,4.65,0.32,,
52,1875-05-01,11.32,4.91,4.47,0.32,,
53,1875-06-01,11.13,4.87,4.38,0.32,,
54,1875-07-01,11.13,4.83,4.39,0.31,,
55,1875-08-01,11.23,4.79,4.41,0.31,,
56,1875-09-01,11.13,4.75,4.37,0.31,,
57,1875-10-01,11.13,4.71,4.3,0.3,,
58,1875-11-01,11.04,4.67,4.37,0.3,,
59,1875-12-01,10.94,4.63,4.37,0.3,,
60,1876-01-01,10.85,4.59,4.46,0.3,,
61,1876-02-01,10.85,4.58,4.52,0.3,,
62,1876-03-01,10.85,4.57,4.51,0.3,,
63,1876-04-01,10.75,4.56,4.34,0.3,,
64,1876-05-01,10.37,4.54,4.18,0.3,,
65,1876-06-01,10.09,4.53,4.15,0.3,,
66,1876-07-01,10.09,4.52,4.1,0.3,,
67,1876-08-01,10.18,4.51,3.93,0.3,,
68,1876-09-01,10.28,4.5,3.69,0.3,,
69,1876-10-01,10.47,4.49,3.67,0.3,,
70,1876-11-01,10.56,4.47,3.6,0.3,,
71,1876-12-01,10.75,4.46,3.58,0.3,,
72,1877-01-01,10.94,4.45,3.55,0.29,,
73,1877-02-01,10.66,4.44,3.34,0.28,,
74,1877-03-01,10.18,4.43,3.17,0.27,,
75,1877-04-01,10.47,4.42,2.94,0.26,,
76,1877-05-01,10.66,4.41,2.94,0.25,,
77,1877-06-01,10.09,4.4,2.73,0.24,,
78,1877-07-01,10.18,4.39,2.85,0.24,,
79,1877-08-01,9.8,4.39,3.05,0.23,,
80,1877-09-01,9.7,4.38,3.24,0.22,,
81,1877-10-01,9.7,4.37,3.31,0.21,,
82,1877-11-01,9.51,4.36,3.26,0.2,,
83,1877-12-01,9.51,4.35,3.25,0.19,,
84,1878-01-01,9.23,4.34,3.25,0.19,,
85,1878-02-01,9.13,4.33,3.18,0.19,,
86,1878-03-01,8.94,4.32,3.24,0.19,,
87,1878-04-01,8.85,4.31,3.33,0.19,,
88,1878-05-01,8.56,4.3,3.34,0.19,,
89,1878-06-01,8.37,4.29,3.41,0.18,,
90,1878-07-01,8.47,4.28,3.48,0.18,,
91,1878-08-01,8.56,4.27,3.45,0.18,,
92,1878-09-01,8.56,4.26,3.52,0.18,,
93,1878-10-01,8.47,4.25,3.48,0.18,,
94,1878-11-01,8.37,4.24,3.47,0.18,,
95,1878-12-01,8.18,4.23,3.45,0.18,,
96,1879-01-01,8.28,4.22,3.58,0.18,,
97,1879-02-01,8.37,4.2,3.71,0.18,,
98,1879-03-01,8.28,4.19,3.65,0.18,,
99,1879-04-01,8.18,4.17,3.77,0.19,,
100,1879-05-01,8.18,4.15,3.94,0.19,,
101,1879-06-01,8.09,4.14,3.96,0.19,,
102,1879-07-01,8.18,4.12,4.04,0.19,,
103,1879-08-01,8.18,4.1,4.07,0.19,,
104,1879-09-01,8.47,4.09,4.22,0.2,,
105,1879-10-01,8.94,4.07,4.68,0.2,,
106,1879-11-01,9.42,4.05,4.93,0.2,,
107,1879-12-01,9.7,4.04,4.92,0.2,,
108,1880-01-01,9.99,4.02,5.11,0.2,,
109,1880-02-01,9.99,3.99,5.2,0.21,,
110,1880-03-01,10.09,3.97,5.3,0.21,,
111,1880-04-01,9.7,3.94,5.18,0.22,,
112,1880-05-01,9.42,3.91,4.77,0.23,,
113,1880-06-01,9.23,3.89,4.79,0.23,,
114,1880-07-01,9.23,3.86,5.01,0.23,,
115,1880-08-01,9.23,3.83,5.19,0.24,,
116,1880-09-01,9.32,3.81,5.18,0.24,,
117,1880-10-01,9.32,3.78,5.33,0.25,,
118,1880-11-01,9.42,3.75,5.61,0.26,,
119,1880-12-01,9.51,3.73,5.84,0.26,,
120,1881-01-01,9.42,3.7,6.19,0.27,,
121,1881-02-01,9.51,3.69,6.17,0.27,,
122,1881-03-01,9.51,3.69,6.24,0.28,,
123,1881-04-01,9.61,3.68,6.22,0.28,,
124,1881-05-01,9.51,3.67,6.5,0.28,,
125,1881-06-01,9.51,3.67,6.58,0.29,,
126,1881-07-01,9.61,3.66,6.35,0.29,,
127,1881-08-01,9.8,3.65,6.2,0.3,,
128,1881-09-01,10.18,3.65,6.25,0.3,,
129,1881-10-01,10.28,3.64,6.15,0.31,,
130,1881-11-01,10.18,3.63,6.19,0.32,,
131,1881-12-01,10.18,3.63,6.01,0.32,,
132,1882-01-01,10.18,3.62,5.92,0.32,,
133,1882-02-01,10.28,3.62,5.79,0.32,,
134,1882-03-01,10.28,3.62,5.78,0.32,,
135,1882-04-01,10.37,3.62,5.78,0.32,,
136,1882-05-01,10.47,3.62,5.71,0.32,,
137,1882-06-01,10.56,3.62,5.68,0.32,,
138,1882-07-01,10.47,3.63,6.0,0.32,,
139,1882-08-01,10.56,3.63,6.18,0.32,,
140,1882-09-01,10.28,3.63,6.24,0.32,,
141,1882-10-01,10.18,3.63,6.07,0.32,,
142,1882-11-01,10.09,3.63,5.81,0.32,,
143,1882-12-01,9.99,3.63,5.84,0.32,,
144,1883-01-01,9.99,3.63,5.81,0.32,,
145,1883-02-01,10.09,3.63,5.68,0.32,,
146,1883-03-01,9.99,3.63,5.75,0.32,,
147,1883-04-01,9.9,3.63,5.87,0.32,,
148,1883-05-01,9.8,3.63,5.77,0.32,,
149,1883-06-01,9.51,3.63,5.82,0.33,,
150,1883-07-01,9.32,3.63,5.73,0.33,,
151,1883-08-01,9.32,3.62,5.47,0.33,,
152,1883-09-01,9.23,3.62,5.53,0.33,,
153,1883-10-01,9.23,3.62,5.38,0.33,,
154,1883-11-01,9.13,3.62,5.46,0.33,,
155,1883-12-01,9.23,3.62,5.34,0.33,,
156,1884-01-01,9.23,3.62,5.18,0.33,,
157,1884-02-01,9.23,3.61,5.32,0.33,,
158,1884-03-01,9.23,3.6,5.3,0.33,,
159,1884-04-01,9.04,3.59,5.06,0.32,,
160,1884-05-01,8.85,3.59,4.65,0.32,,
161,1884-06-01,8.85,3.58,4.46,0.32,,
162,1884-07-01,8.75,3.57,4.46,0.32,,
163,1884-08-01,8.75,3.56,4.74,0.32,,
164,1884-09-01,8.66,3.55,4.59,0.32,,
165,1884-10-01,8.56,3.54,4.44,0.31,,
166,1884-11-01,8.37,3.54,4.35,0.31,,
167,1884-12-01,8.28,3.53,4.34,0.31,,
168,1885-01-01,8.28,3.52,4.24,0.3,,
169,1885-02-01,8.37,3.51,4.37,0.3,,
170,1885-03-01,8.18,3.5,4.38,0.29,,
171,1885-04-01,8.28,3.48,4.37,0.29,,
172,1885-05-01,8.09,3.47,4.32,0.28,,
173,1885-06-01,7.9,3.46,4.3,0.28,,
174,1885-07-01,7.99,3.44,4.46,0.27,,
175,1885-08-01,7.99,3.43,4.71,0.26,,
176,1885-09-01,7.9,3.42,4.65,0.26,,
177,1885-10-01,7.9,3.41,4.92,0.25,,
178,1885-11-01,7.99,3.4,5.24,0.25,,
179,1885-12-01,8.18,3.38,5.2,0.24,,
180,1886-01-01,7.99,3.37,5.2,0.24,,
181,1886-02-01,7.99,3.38,5.3,0.24,,
182,1886-03-01,7.9,3.4,5.19,0.23,,
183,1886-04-01,7.8,3.41,5.12,0.23,,
184,1886-05-01,7.61,3.42,5.02,0.23,,
185,1886-06-01,7.52,3.43,5.25,0.23,,
186,1886-07-01,7.61,3.44,5.33,0.23,,
187,1886-08-01,7.71,3.46,5.37,0.23,,
188,1886-09-01,7.71,3.47,5.51,0.23,,
189,1886-10-01,7.71,3.48,5.65,0.22,,
190,1886-11-01,7.71,3.5,5.79,0.22,,
191,1886-12-01,7.8,3.51,5.64,0.22,,
192,1887-01-01,7.99,3.52,5.58,0.22,,
193,1887-02-01,8.09,3.53,5.54,0.23,,
194,1887-03-01,8.09,3.55,5.67,0.23,,
195,1887-04-01,8.09,3.56,5.8,0.23,,
196,1887-05-01,8.09,3.57,5.9,0.23,,
197,1887-06-01,7.99,3.58,5.73,0.23,,
198,1887-07-01,7.9,3.59,5.59,0.24,,
199,1887-08-01,7.99,3.61,5.45,0.24,,
200,1887-09-01,7.9,3.62,5.38,0.24,,
201,1887-10-01,7.99,3.63,5.2,0.24,,
202,1887-11-01,8.09,3.65,5.3,0.25,,
203,1887-12-01,8.28,3.66,5.27,0.25,,
204,1888-01-01,8.37,3.67,5.31,0.25,,
205,1888-02-01,8.28,3.65,5.28,0.25,,
206,1888-03-01,8.28,3.63,5.08,0.24,,
207,1888-04-01,8.18,3.62,5.1,0.24,,
208,1888-05-01,8.09,3.6,5.17,0.24,,
209,1888-06-01,7.99,3.58,5.01,0.24,,
210,1888-07-01,8.09,3.56,5.14,0.24,,
211,1888-08-01,8.09,3.54,5.25,0.24,,
212,1888-09-01,8.09,3.52,5.38,0.23,,
213,1888-10-01,8.18,3.5,5.35,0.23,,
214,1888-11-01,8.28,3.49,5.24,0.23,,
215,1888-12-01,8.28,3.47,5.14,0.23,,
216,1889-01-01,7.99,3.45,5.24,0.23,,
217,1889-02-01,7.9,3.45,5.3,0.23,,
218,1889-03-01,7.8,3.44,5.19,0.23,,
219,1889-04-01,7.8,3.44,5.18,0.23,,
220,1889-05-01,7.61,3.44,5.32,0.23,,
221,1889-06-01,7.61,3.44,5.41,0.23,,
222,1889-07-01,7.61,3.44,5.3,0.22,,
223,1889-08-01,7.61,3.43,5.37,0.22,,
224,1889-09-01,7.71,3.43,5.5,0.22,,
225,1889-10-01,7.71,3.43,5.4,0.22,,
226,1889-11-01,7.71,3.43,5.35,0.22,,
227,1889-12-01,7.8,3.42,5.32,0.22,,
228,1890-01-01,7.61,3.42,5.38,0.22,,
229,1890-02-01,7.61,3.44,5.32,0.22,,
230,1890-03-01,7.61,3.45,5.28,0.22,,
231,1890-04-01,7.61,3.47,5.39,0.22,,
232,1890-05-01,7.71,3.49,5.62,0.22,,
233,1890-06-01,7.71,3.5,5.58,0.22,,
234,1890-07-01,7.71,3.52,5.54,0.22,,
235,1890-08-01,7.99,3.54,5.41,0.22,,
236,1890-09-01,8.09,3.55,5.32,0.22,,
237,1890-10-01,8.09,3.57,5.08,0.22,,
238,1890-11-01,7.9,3.59,4.71,0.22,,
239,1890-12-01,7.9,3.6,4.6,0.22,,
240,1891-01-01,7.8,3.62,4.84,0.22,,
241,1891-02-01,7.9,3.62,4.9,0.22,,
242,1891-03-01,7.99,3.62,4.81,0.22,,
243,1891-04-01,8.09,3.61,4.97,0.22,,
244,1891-05-01,7.99,3.61,4.95,0.22,,
245,1891-06-01,7.8,3.61,4.85,0.22,,
246,1891-07-01,7.71,3.61,4.77,0.22,,
247,1891-08-01,7.71,3.61,4.93,0.22,,
248,1891-09-01,7.61,3.61,5.33,0.22,,
249,1891-10-01,7.61,3.6,5.33,0.22,,
250,1891-11-01,7.52,3.6,5.25,0.22,,
251,1891-12-01,7.52,3.6,5.41,0.22,,
252,1892-01-01,7.33,3.6,5.51,0.22,,
253,1892-02-01,7.33,3.61,5.52,0.22,,
254,1892-03-01,7.14,3.63,5.58,0.23,,
255,1892-04-01,7.04,3.64,5.57,0.23,,
256,1892-05-01,7.04,3.65,5.57,0.23,,
257,1892-06-01,7.04,3.66,5.54,0.23,,
258,1892-07-01,7.23,3.67,5.54,0.23,,
259,1892-08-01,7.33,3.69,5.62,0.23,,
260,1892-09-01,7.33,3.7,5.48,0.23,,
261,1892-10-01,7.33,3.71,5.59,0.24,,
262,1892-11-01,7.52,3.73,5.57,0.24,,
263,1892-12-01,7.61,3.74,5.51,0.24,,
264,1893-01-01,7.9,3.75,5.61,0.24,,
265,1893-02-01,7.99,3.75,5.51,0.24,,
266,1893-03-01,7.8,3.74,5.31,0.24,,
267,1893-04-01,7.71,3.74,5.31,0.24,,
268,1893-05-01,7.61,3.73,4.84,0.24,,
269,1893-06-01,7.42,3.73,4.61,0.24,,
270,1893-07-01,7.23,3.73,4.18,0.25,,
271,1893-08-01,6.95,3.72,4.08,0.25,,
272,1893-09-01,7.23,3.72,4.37,0.25,,
273,1893-10-01,7.33,3.71,4.5,0.25,,
274,1893-11-01,7.14,3.71,4.57,0.25,,
275,1893-12-01,7.04,3.7,4.41,0.25,,
276,1894-01-01,6.85,3.7,4.32,0.25,,
277,1894-02-01,6.76,3.68,4.38,0.24,,
278,1894-03-01,6.57,3.66,4.51,0.24,,
279,1894-04-01,6.57,3.64,4.57,0.24,,
280,1894-05-01,6.57,3.62,4.4,0.23,,
281,1894-06-01,6.57,3.6,4.34,0.23,,
282,1894-07-01,6.57,3.58,4.25,0.23,,
283,1894-08-01,6.76,3.56,4.41,0.22,,
284,1894-09-01,6.85,3.54,4.48,0.22,,
285,1894-10-01,6.66,3.52,4.34,0.22,,
286,1894-11-01,6.66,3.5,4.34,0.21,,
287,1894-12-01,6.57,3.48,4.3,0.21,,
288,1895-01-01,6.57,3.46,4.25,0.21,,
289,1895-02-01,6.57,3.47,4.19,0.21,,
290,1895-03-01,6.57,3.48,4.19,0.2,,
291,1895-04-01,6.85,3.5,4.37,0.2,,
292,1895-05-01,6.95,3.51,4.61,0.2,,
293,1895-06-01,7.04,3.52,4.7,0.2,,
294,1895-07-01,6.95,3.53,4.72,0.2,,
295,1895-08-01,6.85,3.54,4.79,0.2,,
296,1895-09-01,6.85,3.55,4.82,0.2,,
297,1895-10-01,6.85,3.56,4.75,0.19,,
298,1895-11-01,6.85,3.58,4.59,0.19,,
299,1895-12-01,6.76,3.59,4.32,0.19,,
300,1896-01-01,6.66,3.6,4.27,0.19,,
301,1896-02-01,6.57,3.58,4.45,0.19,,
302,1896-03-01,6.57,3.57,4.38,0.19,,
303,1896-04-01,6.47,3.55,4.42,0.19,,
304,1896-05-01,6.37,3.53,4.4,0.19,,
305,1896-06-01,6.28,3.52,4.32,0.18,,
306,1896-07-01,6.28,3.5,4.04,0.18,,
307,1896-08-01,6.28,3.48,3.81,0.18,,
308,1896-09-01,6.28,3.47,4.01,0.18,,
309,1896-10-01,6.47,3.45,4.1,0.18,,
310,1896-11-01,6.66,3.43,4.38,0.18,,
311,1896-12-01,6.66,3.42,4.22,0.18,,
312,1897-01-01,6.47,3.4,4.22,0.18,,
313,1897-02-01,6.47,3.4,4.18,0.18,,
314,1897-03-01,6.47,3.39,4.19,0.18,,
315,1897-04-01,6.37,3.39,4.06,0.18,,
316,1897-05-01,6.28,3.38,4.08,0.18,,
317,1897-06-01,6.28,3.38,4.27,0.18,,
318,1897-07-01,6.28,3.38,4.46,0.18,,
319,1897-08-01,6.57,3.37,4.75,0.18,,
320,1897-09-01,6.76,3.37,4.98,0.18,,
321,1897-10-01,6.66,3.36,4.82,0.18,,
322,1897-11-01,6.66,3.36,4.65,0.18,,
323,1897-12-01,6.66,3.35,4.75,0.18,,
324,1898-01-01,6.66,3.35,4.88,0.18,,
325,1898-02-01,6.76,3.33,4.87,0.18,,
326,1898-03-01,6.76,3.31,4.65,0.18,,
327,1898-04-01,6.76,3.29,4.57,0.19,,
328,1898-05-01,7.23,3.27,4.87,0.19,,
329,1898-06-01,6.76,3.25,5.06,0.19,,
330,1898-07-01,6.66,3.23,5.08,0.19,,
331,1898-08-01,6.66,3.2,5.27,0.19,,
332,1898-09-01,6.66,3.18,5.26,0.2,,
333,1898-10-01,6.66,3.16,5.15,0.2,,
334,1898-11-01,6.66,3.14,5.32,0.2,,
335,1898-12-01,6.76,3.12,5.65,0.2,,
336,1899-01-01,6.76,3.1,6.08,0.2,,
337,1899-02-01,6.95,3.1,6.31,0.2,,
338,1899-03-01,6.95,3.11,6.4,0.2,,
339,1899-04-01,7.04,3.11,6.48,0.2,,
340,1899-05-01,7.04,3.12,6.21,0.2,,
341,1899-06-01,7.14,3.12,6.07,0.2,,
342,1899-07-01,7.23,3.13,6.28,0.21,,
343,1899-08-01,7.33,3.13,6.44,0.21,,
344,1899-09-01,7.61,3.13,6.37,0.21,,
345,1899-10-01,7.71,3.14,6.34,0.21,,
346,1899-11-01,7.8,3.14,6.46,0.21,,
347,1899-12-01,7.9,3.15,6.02,0.21,,
348,1900-01-01,7.9,3.15,6.1,0.22,,
349,1900-02-01,7.99,3.15,6.21,0.23,,
350,1900-03-01,7.99,3.14,6.26,0.23,,
351,1900-04-01,7.99,3.14,6.34,0.24,,
352,1900-05-01,7.8,3.13,6.04,0.25,,
353,1900-06-01,7.71,3.13,5.86,0.26,,
354,1900-07-01,7.8,3.13,5.86,0.26,,
355,1900-08-01,7.71,3.12,5.94,0.27,,
356,1900-09-01,7.8,3.12,5.8,0.28,,
357,1900-10-01,7.71,3.11,6.01,0.28,,
358,1900-11-01,7.71,3.11,6.48,0.29,,
359,1900-12-01,7.61,3.1,6.87,0.3,,
360,1901-01-01,7.71,3.1,7.07,0.3,,
361,1901-02-01,7.61,3.11,7.25,0.3,,
362,1901-03-01,7.61,3.11,7.51,0.3,,
363,1901-04-01,7.52,3.12,8.14,0.31,,
364,1901-05-01,7.52,3.13,7.73,0.31,,
365,1901-06-01,7.52,3.13,8.5,0.31,,
366,1901-07-01,7.61,3.14,7.93,0.31,,
367,1901-08-01,7.71,3.15,8.04,0.31,,
368,1901-09-01,7.8,3.15,8.0,0.32,,
369,1901-10-01,7.8,3.16,7.91,0.32,,
370,1901-11-01,7.9,3.17,8.08,0.32,,
371,1901-12-01,7.99,3.17,7.95,0.32,,
372,1902-01-01,7.9,3.18,8.12,0.32,,
373,1902-02-01,7.9,3.19,8.19,0.32,,
374,1902-03-01,7.9,3.2,8.2,0.32,,
375,1902-04-01,7.99,3.21,8.48,0.32,,
376,1902-05-01,8.09,3.22,8.46,0.32,,
377,1902-06-01,8.18,3.23,8.41,0.33,,
378,1902-07-01,8.18,3.24,8.6,0.33,,
379,1902-08-01,8.09,3.25,8.83,0.33,,
380,1902-09-01,8.18,3.26,8.85,0.33,,
381,1902-10-01,8.75,3.27,8.57,0.33,,
382,1902-11-01,8.47,3.28,8.24,0.33,,
383,1902-12-01,8.56,3.29,8.05,0.33,,
384,1903-01-01,8.66,3.3,8.46,0.33,,
385,1903-02-01,8.66,3.31,8.41,0.33,,
386,1903-03-01,8.37,3.32,8.08,0.34,,
387,1903-04-01,8.37,3.33,7.75,0.34,,
388,1903-05-01,8.18,3.33,7.6,0.34,,
389,1903-06-01,8.18,3.34,7.18,0.34,,
390,1903-07-01,8.18,3.35,6.85,0.34,,
391,1903-08-01,8.18,3.36,6.63,0.34,,
392,1903-09-01,8.28,3.37,6.47,0.34,,
393,1903-10-01,8.18,3.37,6.26,0.35,,
394,1903-11-01,8.09,3.38,6.28,0.35,,
395,1903-12-01,8.09,3.39,6.57,0.35,,
396,1904-01-01,8.28,3.4,6.68,0.35,,
397,1904-02-01,8.47,3.41,6.5,0.34,,
398,1904-03-01,8.37,3.41,6.48,0.34,,
399,1904-04-01,8.28,3.42,6.64,0.34,,
400,1904-05-01,8.09,3.43,6.5,0.33,,
401,1904-06-01,8.09,3.43,6.51,0.33,,
402,1904-07-01,8.09,3.44,6.78,0.33,,
403,1904-08-01,8.18,3.45,7.01,0.32,,
404,1904-09-01,8.28,3.45,7.32,0.32,,
405,1904-10-01,8.28,3.46,7.75,0.32,,
406,1904-11-01,8.47,3.47,8.17,0.31,,
407,1904-12-01,8.47,3.47,8.25,0.31,,
408,1905-01-01,8.47,3.48,8.43,0.31,,
409,1905-02-01,8.47,3.48,8.8,0.31,,
410,1905-03-01,8.37,3.47,9.05,0.32,,
411,1905-04-01,8.37,3.47,8.94,0.32,,
412,1905-05-01,8.28,3.46,8.5,0.32,,
413,1905-06-01,8.28,3.46,8.6,0.32,,
414,1905-07-01,8.28,3.46,8.87,0.32,,
415,1905-08-01,8.37,3.45,9.2,0.32,,
416,1905-09-01,8.28,3.45,9.23,0.33,,
417,1905-10-01,8.28,3.44,9.36,0.33,,
418,1905-11-01,8.37,3.44,9.31,0.33,,
419,1905-12-01,8.47,3.43,9.54,0.33,,
420,1906-01-01,8.47,3.43,9.87,0.34,,
421,1906-02-01,8.47,3.45,9.8,0.34,,
422,1906-03-01,8.47,3.47,9.56,0.35,,
423,1906-04-01,8.47,3.49,9.43,0.35,,
424,1906-05-01,8.56,3.51,9.18,0.36,,
425,1906-06-01,8.56,3.53,9.3,0.36,,
426,1906-07-01,8.28,3.55,9.06,0.37,,
427,1906-08-01,8.47,3.57,9.73,0.38,,
428,1906-09-01,8.56,3.59,10.03,0.38,,
429,1906-10-01,8.75,3.61,9.73,0.39,,
430,1906-11-01,8.85,3.63,9.93,0.39,,
431,1906-12-01,8.94,3.65,9.84,0.4,,
432,1907-01-01,8.85,3.67,9.56,0.4,,
433,1907-02-01,9.04,3.69,9.26,0.41,,
434,1907-03-01,8.94,3.7,8.35,0.41,,
435,1907-04-01,8.94,3.72,8.39,0.41,,
436,1907-05-01,9.13,3.74,8.1,0.42,,
437,1907-06-01,9.23,3.75,7.84,0.42,,
438,1907-07-01,9.23,3.77,8.14,0.42,,
439,1907-08-01,9.23,3.79,7.53,0.43,,
440,1907-09-01,9.23,3.8,7.45,0.43,,
441,1907-10-01,9.32,3.82,6.64,0.43,,
442,1907-11-01,8.94,3.84,6.25,0.44,,
443,1907-12-01,8.75,3.85,6.57,0.44,,
444,1908-01-01,8.66,3.87,6.85,0.44,,
445,1908-02-01,8.56,3.86,6.6,0.43,,
446,1908-03-01,8.56,3.85,6.87,0.43,,
447,1908-04-01,8.66,3.84,7.24,0.43,,
448,1908-05-01,8.66,3.83,7.63,0.42,,
449,1908-06-01,8.66,3.82,7.64,0.42,,
450,1908-07-01,8.75,3.81,7.92,0.42,,
451,1908-08-01,8.75,3.81,8.26,0.41,,
452,1908-09-01,8.75,3.8,8.17,0.41,,
453,1908-10-01,8.85,3.79,8.27,0.41,,
454,1908-11-01,8.94,3.78,8.83,0.4,,
455,1908-12-01,9.04,3.77,9.03,0.4,,
456,1909-01-01,8.94,3.76,9.06,0.4,,
457,1909-02-01,9.04,3.77,8.8,0.41,,
458,1909-03-01,9.04,3.78,8.92,0.41,,
459,1909-04-01,9.23,3.8,9.32,0.41,,
460,1909-05-01,9.32,3.81,9.63,0.42,,
461,1909-06-01,9.42,3.82,9.8,0.42,,
462,1909-07-01,9.42,3.83,9.94,0.42,,
463,1909-08-01,9.51,3.85,10.18,0.43,,
464,1909-09-01,9.61,3.86,10.19,0.43,,
465,1909-10-01,9.8,3.87,10.23,0.43,,
466,1909-11-01,9.9,3.88,10.18,0.44,,
467,1909-12-01,9.99,3.9,10.3,0.44,,
468,1910-01-01,9.9,3.91,10.08,0.44,,
469,1910-02-01,9.9,3.92,9.72,0.45,,
470,1910-03-01,10.09,3.92,9.96,0.45,,
471,1910-04-01,10.18,3.93,9.72,0.45,,
472,1910-05-01,9.99,3.93,9.56,0.45,,
473,1910-06-01,9.9,3.94,9.1,0.46,,
474,1910-07-01,9.9,3.95,8.64,0.46,,
475,1910-08-01,9.8,3.95,8.85,0.46,,
476,1910-09-01,9.7,3.96,8.91,0.46,,
477,1910-10-01,9.42,3.96,9.32,0.47,,
478,1910-11-01,9.23,3.97,9.31,0.47,,
479,1910-12-01,9.23,3.97,9.05,0.47,,
480,1911-01-01,9.23,3.98,9.27,0.47,,
481,1911-02-01,8.94,3.98,9.43,0.47,,
482,1911-03-01,9.04,3.98,9.32,0.47,,
483,1911-04-01,8.75,3.99,9.28,0.47,,
484,1911-05-01,8.75,3.99,9.48,0.47,,
485,1911-06-01,8.75,3.99,9.67,0.47,,
486,1911-07-01,8.85,4.0,9.63,0.47,,
487,1911-08-01,9.13,4.0,9.17,0.47,,
488,1911-09-01,9.23,4.0,8.67,0.47,,
489,1911-10-01,9.23,4.0,8.72,0.47,,
490,1911-11-01,9.13,4.0,9.07,0.47,,
491,1911-12-01,9.04,4.01,9.11,0.47,,
492,1912-01-01,9.13,4.01,9.12,0.47,,
493,1912-02-01,9.23,4.05,9.04,0.47,,
494,1912-03-01,9.42,4.08,9.3,0.47,,
495,1912-04-01,9.7,4.12,9.59,0.47,,
496,1912-05-01,9.7,4.16,9.58,0.47,,
497,1912-06-01,9.61,4.19,9.58,0.47,,
498,1912-07-01,9.61,4.23,9.59,0.48,,
499,1912-08-01,9.7,4.27,9.81,0.48,,
500,1912-09-01,9.8,4.3,9.86,0.48,,
501,1912-10-01,9.8,4.34,9.84,0.48,,
502,1912-11-01,9.8,4.38,9.73,0.48,,
503,1912-12-01,9.7,4.41,9.38,0.48,,
504,1913-01-01,9.8,4.45,9.3,0.48,,
505,1913-02-01,9.8,4.43,8.97,0.48,,
506,1913-03-01,9.8,4.4,8.8,0.48,,
507,1913-04-01,9.8,4.38,8.79,0.48,,
508,1913-05-01,9.7,4.35,8.55,0.48,,
509,1913-06-01,9.8,4.33,8.12,0.48,,
510,1913-07-01,9.9,4.3,8.23,0.48,,
511,1913-08-01,9.9,4.28,8.45,0.48,,
512,1913-09-01,10.0,4.26,8.53,0.48,,
513,1913-10-01,10.0,4.23,8.26,0.48,,
514,1913-11-01,10.1,4.21,8.05,0.48,,
515,1913-12-01,10.0,4.18,8.04,0.48,,
