,first_date,final_balance,investment_strategy
0,1871-01-01,2912.9406363260277,sp500
1,1871-02-01,3031.5354193592816,sp500
2,1871-03-01,3116.3234198619716,sp500
3,1871-04-01,3369.0068529973864,sp500
4,1871-05-01,3182.2925090349822,sp500
5,1871-06-01,3481.733858759843,sp500
6,1871-07-01,3228.777437283968,sp500
7,1871-08-01,3155.8221437667303,sp500
8,1871-09-01,3108.416308881245,sp500
9,1871-10-01,3144.063366860562,sp500
10,1871-11-01,3149.4333717146715,sp500
11,1871-12-01,3069.5423376044846,sp500
12,1872-01-01,3090.8853706826617,sp500
13,1872-02-01,3101.39563347053,sp500
14,1872-03-01,3078.30728382083,sp500
15,1872-04-01,3157.008013975197,sp500
16,1872-05-01,3136.3628957472824,sp500
17,1872-06-01,3077.5992699912,sp500
18,1872-07-01,3138.994151806881,sp500
19,1872-08-01,3218.973076602097,sp500
20,1872-09-01,3201.6417617854127,sp500
21,1872-10-01,2892.0787268127915,sp500
22,1872-11-01,2887.7519109010123,sp500
23,1872-12-01,2774.1195841754175,sp500
24,1873-01-01,2819.1831923820373,sp500
25,1873-02-01,2802.092006899296,sp500
26,1873-03-01,2785.6595221644147,sp500
27,1873-04-01,2697.0536294243702,sp500
28,1873-05-01,2713.8406851365166,sp500
29,1873-06-01,2550.822583801505,sp500
30,1873-07-01,2440.4157842287354,sp500
31,1873-08-01,2323.1432743065425,sp500
32,1873-09-01,2275.5938594208515,sp500
33,1873-10-01,2283.756489174748,sp500
34,1873-11-01,2305.920972624059,sp500
35,1873-12-01,2382.6878405516163,sp500
36,1874-01-01,2299.305227422378,sp500
37,1874-02-01,2163.2582259295236,sp500
38,1874-03-01,2184.797739770751,sp500
39,1874-04-01,2277.645702422979,sp500
40,1874-05-01,2313.476802449599,sp500
41,1874-06-01,2303.7093070425635,sp500
42,1874-07-01,2404.5790622000472,sp500
43,1874-08-01,2405.964303375223,sp500
44,1874-09-01,2446.8171205442354,sp500
45,1874-10-01,2582.451525665038,sp500
46,1874-11-01,2625.29036041969,sp500
47,1874-12-01,2679.724375335065,sp500
48,1875-01-01,2688.329114228374,sp500
49,1875-02-01,2798.1903717892665,sp500
50,1875-03-01,2893.8135656653158,sp500
51,1875-04-01,2864.5217321795285,sp500
52,1875-05-01,2787.5494495402663,sp500
53,1875-06-01,2819.359749944338,sp500
54,1875-07-01,2904.0276116216305,sp500
55,1875-08-01,2924.2127224159444,sp500
56,1875-09-01,2939.52335006475,sp500
57,1875-10-01,2997.05528433271,sp500
58,1875-11-01,2908.0294842384847,sp500
59,1875-12-01,2962.8905612081326,sp500
60,1876-01-01,2987.6355308147654,sp500
61,1876-02-01,2947.7248983763366,sp500
62,1876-03-01,2874.625978170649,sp500
63,1876-04-01,2864.9261690877393,sp500
64,1876-05-01,2786.722551587825,sp500
65,1876-06-01,2801.9605105114283,sp500
66,1876-07-01,2832.684651531169,sp500
67,1876-08-01,2944.6312342932033,sp500
68,1876-09-01,3027.6777856976432,sp500
69,1876-10-01,2899.441034642285,sp500
70,1876-11-01,2925.900423332137,sp500
71,1876-12-01,2918.864861232511,sp500
72,1877-01-01,2841.57576855625,sp500
73,1877-02-01,2720.895680993323,sp500
74,1877-03-01,2493.7756204867364,sp500
75,1877-04-01,2587.642096219703,sp500
76,1877-05-01,2492.316849354363,sp500
77,1877-06-01,2400.62296691959,sp500
78,1877-07-01,2463.0469073405343,sp500
79,1877-08-01,2164.6092299748166,sp500
80,1877-09-01,2069.6044588697323,sp500
81,1877-10-01,1832.401255652902,sp500
82,1877-11-01,1787.9068650517574,sp500
83,1877-12-01,1933.9974872955434,sp500
84,1878-01-01,1979.07971614842,sp500
85,1878-02-01,1930.4764052618466,sp500
86,1878-03-01,1988.0265344335464,sp500
87,1878-04-01,2026.9285853559347,sp500
88,1878-05-01,2129.956020554987,sp500
89,1878-06-01,2104.1244214034855,sp500
90,1878-07-01,2154.604563416048,sp500
91,1878-08-01,2228.3371314533747,sp500
92,1878-09-01,2175.9441347206703,sp500
93,1878-10-01,2201.1938764231295,sp500
94,1878-11-01,2301.5428877699132,sp500
95,1878-12-01,2330.3443565442526,sp500
96,1879-01-01,2304.873265067457,sp500
97,1879-02-01,2199.3615916207277,sp500
98,1879-03-01,2237.0957608736044,sp500
99,1879-04-01,2238.3893546169015,sp500
100,1879-05-01,2286.8269141666665,sp500
101,1879-06-01,2291.7188826030756,sp500
102,1879-07-01,2320.141912911725,sp500
103,1879-08-01,2315.190901176466,sp500
104,1879-09-01,2277.729467415578,sp500
105,1879-10-01,2243.8682518307733,sp500
106,1879-11-01,2195.2857629348955,sp500
107,1879-12-01,2231.6777849698997,sp500
108,1880-01-01,2162.1309352221747,sp500
109,1880-02-01,2083.667547621951,sp500
110,1880-03-01,2092.3853301919507,sp500
111,1880-04-01,1998.9579717801728,sp500
112,1880-05-01,2049.366419248948,sp500
113,1880-06-01,1962.7779610406903,sp500
114,1880-07-01,1851.9014258050568,sp500
115,1880-08-01,1871.8815386129359,sp500
116,1880-09-01,1895.5785371840054,sp500
117,1880-10-01,2056.0678533805994,sp500
118,1880-11-01,2063.3545124091775,sp500
119,1880-12-01,2007.639078139143,sp500
120,1881-01-01,1992.127214901504,sp500
121,1881-02-01,2104.3632511112196,sp500
122,1881-03-01,2055.83582170038,sp500
123,1881-04-01,2103.116079965254,sp500
124,1881-05-01,2141.1447442930835,sp500
125,1881-06-01,2183.813745598971,sp500
