,first_date,return_percent
0,1871-01-01,5.891976164420831
1,1871-02-01,5.892496552382487
2,1871-03-01,5.6534207294015815
3,1871-04-01,5.7091838091890335
4,1871-05-01,5.6044983081834365
5,1871-06-01,5.594261699625402
6,1871-07-01,5.541396381549557
7,1871-08-01,5.600061744649754
8,1871-09-01,5.943759207240618
9,1871-10-01,6.236787622158024
10,1871-11-01,6.132898619867078
11,1871-12-01,6.137628067227019
12,1872-01-01,6.031273671601234
13,1872-02-01,6.015905692682488
14,1872-03-01,5.904707350464289
15,1872-04-01,5.7877161977050395
16,1872-05-01,5.82677510405194
17,1872-06-01,5.902040836588629
18,1872-07-01,5.866721877341408
19,1872-08-01,5.939960122172683
20,1872-09-01,5.887891028537662
21,1872-10-01,5.989570429395896
22,1872-11-01,6.015303251004034
23,1872-12-01,5.7993244910018005
24,1873-01-01,5.780574753487744
25,1873-02-01,5.647306671068164
26,1873-03-01,5.492006762809587
27,1873-04-01,5.598003229860993
28,1873-05-01,5.160846946030961
29,1873-06-01,5.028663058789817
30,1873-07-01,4.498444794767709
31,1873-08-01,4.314837409654948
32,1873-09-01,5.030488763986174
33,1873-10-01,5.630128915704735
34,1873-11-01,5.909271447371478
35,1873-12-01,5.259205465873995
36,1874-01-01,4.826101172022068
37,1874-02-01,4.741129653442555
38,1874-03-01,4.957337222409541
39,1874-04-01,5.193076205337976
40,1874-05-01,5.183564384661898
41,1874-06-01,5.187227946361217
42,1874-07-01,5.054749237398104
43,1874-08-01,5.159269718035353
44,1874-09-01,5.1017809121129964
45,1874-10-01,4.918969168116494
46,1874-11-01,4.8691341448691805
47,1874-12-01,4.867599811277312
48,1875-01-01,4.762178800687722
49,1875-02-01,4.699865408194048
50,1875-03-01,4.62028218286481
51,1875-04-01,4.7868810779901905
52,1875-05-01,5.3002118948793475
53,1875-06-01,5.5503706881788295
54,1875-07-01,5.549447467178137
55,1875-08-01,5.523344181572876
56,1875-09-01,5.54106169498898
57,1875-10-01,5.51944237963502
58,1875-11-01,5.26262208620123
59,1875-12-01,4.969552242295094
60,1876-01-01,4.766866072284026
61,1876-02-01,4.909195248008769
62,1876-03-01,4.82963172705364
63,1876-04-01,5.078600636305297
64,1876-05-01,5.2654665496602915
65,1876-06-01,5.2375632707927
66,1876-07-01,4.9481266470313034
67,1876-08-01,4.781577809876114
68,1876-09-01,5.282149887649856
69,1876-10-01,5.390965511769186
70,1876-11-01,5.828359462917909
71,1876-12-01,5.69239104549919
72,1877-01-01,5.712136011523072
73,1877-02-01,5.971925179466719
74,1877-03-01,6.246532231042878
75,1877-04-01,6.470147892791367
76,1877-05-01,6.525233878054482
77,1877-06-01,7.171316424707852
78,1877-07-01,7.182084494583352
79,1877-08-01,7.104188515138032
80,1877-09-01,6.961402300336483
81,1877-10-01,6.664155873729416
82,1877-11-01,6.558162420367353
83,1877-12-01,6.729970841300936
84,1878-01-01,6.84395309923882
85,1878-02-01,6.93062171207548
86,1878-03-01,6.583358468476352
87,1878-04-01,6.358431185718882
88,1878-05-01,6.697783528851908
89,1878-06-01,6.811578805998564
90,1878-07-01,6.736750235086819
91,1878-08-01,6.918003997207411
92,1878-09-01,6.7436955974568225
93,1878-10-01,6.684420848402217
94,1878-11-01,6.870309363254923
95,1878-12-01,7.252668430625797
96,1879-01-01,7.414143833745701
97,1879-02-01,7.405947993149065
98,1879-03-01,7.5625297680849135
99,1879-04-01,7.46130588117091
100,1879-05-01,7.031459298511433
101,1879-06-01,6.90777442650008
102,1879-07-01,7.002710234104725
103,1879-08-01,7.03397901888414
104,1879-09-01,6.7234998506079835
105,1879-10-01,6.164799246445329
106,1879-11-01,5.993264443964197
107,1879-12-01,5.67140002694444
108,1880-01-01,5.521638942309215
109,1880-02-01,5.506676568766
110,1880-03-01,5.443852908770008
111,1880-04-01,5.628709247075414
112,1880-05-01,5.831661598138882
113,1880-06-01,5.690742257178005
114,1880-07-01,5.484062963897318
115,1880-08-01,5.310500161507892
116,1880-09-01,5.151131756631644
117,1880-10-01,5.193569118780661
118,1880-11-01,5.318943605940629
119,1880-12-01,5.459412131271968
120,1881-01-01,5.282893729852578
121,1881-02-01,5.409208224571982
122,1881-03-01,5.517974599509956
123,1881-04-01,5.947586621460488
124,1881-05-01,5.485062091005055
125,1881-06-01,5.939933138534204
126,1881-07-01,5.796602045826682
127,1881-08-01,5.9203091497953775
128,1881-09-01,5.816411492646667
129,1881-10-01,5.837617462553513
130,1881-11-01,5.903578127799447
131,1881-12-01,6.013960958458098
132,1882-01-01,6.176661175636999
133,1882-02-01,6.309016867222472
134,1882-03-01,6.306284733164902
135,1882-04-01,6.464976948901446
136,1882-05-01,6.558049752726713
137,1882-06-01,6.5780610838944265
138,1882-07-01,6.451860753714445
139,1882-08-01,6.361615895331729
140,1882-09-01,6.289234147798606
141,1882-10-01,6.259861640261621
142,1882-11-01,6.267486171998149
143,1882-12-01,6.162564879723109
144,1883-01-01,6.412720263302996
145,1883-02-01,6.465183547353526
146,1883-03-01,6.186821700683431
147,1883-04-01,5.8512790740083975
148,1883-05-01,5.878934747531761
149,1883-06-01,5.56317401463251
150,1883-07-01,5.450489835846928
151,1883-08-01,5.445106810188793
152,1883-09-01,5.235851976450867
153,1883-10-01,5.210196913458942
154,1883-11-01,5.136747474219505
155,1883-12-01,5.518421719120958
156,1884-01-01,5.711897028680801
157,1884-02-01,5.398753454565264
158,1884-03-01,5.401577776824196
159,1884-04-01,5.7587779217999735
160,1884-05-01,6.103728552989107
161,1884-06-01,6.34902011071925
162,1884-07-01,6.6089281310337755
163,1884-08-01,6.3891884280106614
164,1884-09-01,6.746833967957477
165,1884-10-01,7.220255372368589
166,1884-11-01,7.576207213890096
167,1884-12-01,7.665771917659625
168,1885-01-01,7.850917659191126
169,1885-02-01,7.893430942532942
170,1885-03-01,8.044550139154216
171,1885-04-01,7.975787005659218
172,1885-05-01,7.793553504505257
173,1885-06-01,7.8936215415128075
174,1885-07-01,7.924790686585803
175,1885-08-01,7.774062987359209
176,1885-09-01,7.8173424530179725
177,1885-10-01,7.602495822818556
178,1885-11-01,7.214778068829797
179,1885-12-01,7.415065511487162
180,1886-01-01,7.5404715271276235
181,1886-02-01,7.379456742757173
182,1886-03-01,7.386021401265008
183,1886-04-01,7.369941914730238
184,1886-05-01,7.365658301095035
185,1886-06-01,7.214624249959756
186,1886-07-01,7.068961332359924
